customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,avg_call_duration,data_usage_gb,login_frequency,churned
CUST_000690,40,16,74.35,1200.88,One year,Bank transfer,Fiber optic,2,1.5,26.81,19,0
CUST_000691,30,1,71.61,71.61,Month-to-month,Credit card,DSL,4,4.1,22.35,15,1
CUST_000692,48,72,66.59,4768.65,Two year,Electronic check,Fiber optic,4,2.6,6.45,16,0
CUST_000693,22,11,59.58,660.22,Month-to-month,Electronic check,DSL,2,26.6,10.87,10,0
CUST_000694,42,3,57.68,265.31,Month-to-month,Electronic check,DSL,0,3.8,16.6,15,1
CUST_000695,42,26,77.55,2067.67,One year,Mailed check,Fiber optic,2,9.9,6.11,15,0
CUST_000696,31,8,64.28,468.15,Month-to-month,Mailed check,DSL,2,7.3,7.54,15,0
CUST_000697,38,21,72.87,1651.28,Month-to-month,Bank transfer,DSL,2,0.4,12.43,22,0
CUST_000698,19,21,70.37,1476.31,One year,Credit card,No,1,3.9,28.27,9,0
CUST_000699,46,14,93.09,1365.52,One year,Electronic check,DSL,0,4.0,82.12,10,0
CUST_000700,32,43,81.92,3465.02,Month-to-month,Credit card,Fiber optic,1,36.7,26.24,19,0
CUST_000701,28,7,69.82,368.84,One year,Bank transfer,DSL,2,13.4,22.8,17,0
CUST_000702,47,14,102.96,1371.03,One year,Electronic check,No,3,15.5,21.54,16,0
CUST_000703,26,18,75.51,1196.6,One year,Bank transfer,DSL,2,3.0,14.28,11,0
CUST_000704,18,26,97.62,2643.83,One year,Credit card,No,0,3.2,18.26,16,0
CUST_000705,18,36,80.17,2896.97,One year,Electronic check,DSL,1,5.8,35.28,18,0
CUST_000706,42,12,18.95,181.19,Month-to-month,Bank transfer,DSL,3,8.0,51.74,13,1
CUST_000707,19,24,97.62,2365.53,Month-to-month,Electronic check,Fiber optic,1,10.4,1.75,13,1
CUST_000708,56,3,68.38,214.6,Month-to-month,Electronic check,Fiber optic,3,13.8,41.33,18,1
CUST_000709,18,64,63.7,4107.92,Month-to-month,Bank transfer,DSL,0,16.5,14.96,13,0
CUST_000710,55,11,72.03,852.85,One year,Credit card,DSL,3,0.2,32.94,19,1
CUST_000711,37,31,56.38,1733.14,Month-to-month,Bank transfer,Fiber optic,1,12.7,28.8,12,0
CUST_000712,33,1,70.68,70.68,Month-to-month,Mailed check,DSL,3,7.6,17.61,16,0
CUST_000713,28,5,50.2,292.4,Month-to-month,Credit card,Fiber optic,3,6.1,33.98,19,1
CUST_000714,39,16,96.86,1589.83,Month-to-month,Electronic check,Fiber optic,2,7.9,26.71,15,0
CUST_000715,34,50,62.16,3113.05,One year,Credit card,Fiber optic,1,17.1,19.34,13,0
CUST_000716,48,17,55.44,1051.28,Month-to-month,Mailed check,DSL,1,6.3,18.01,12,0
CUST_000717,36,63,41.88,2616.35,One year,Credit card,Fiber optic,2,1.4,7.48,15,0
CUST_000718,36,15,71.72,1030.8,Month-to-month,Credit card,DSL,2,4.6,20.38,18,0
CUST_000719,30,16,69.68,1135.75,Two year,Credit card,DSL,4,20.7,2.74,19,0
CUST_000720,34,3,74.71,190.38,Two year,Electronic check,Fiber optic,1,13.5,26.79,22,1
CUST_000721,38,38,39.32,1518.89,One year,Bank transfer,No,0,1.8,42.48,11,0
CUST_000722,18,6,24.97,108.17,Two year,Bank transfer,DSL,3,10.0,4.72,9,0
CUST_000723,18,55,80.64,4415.18,One year,Bank transfer,DSL,1,2.4,15.23,17,0
CUST_000724,43,58,102.12,6017.27,Two year,Bank transfer,Fiber optic,6,3.4,83.05,16,0
CUST_000725,37,68,39.34,2654.92,Two year,Electronic check,DSL,1,5.1,178.19,17,0
CUST_000726,32,17,104.74,1740.57,Two year,Electronic check,Fiber optic,2,4.7,18.24,16,0
CUST_000727,35,27,72.1,2005.17,One year,Electronic check,No,6,0.2,21.38,11,0
CUST_000728,39,36,64.82,2281.09,One year,Credit card,No,4,11.9,18.7,10,0
CUST_000729,28,3,55.06,130.54,One year,Credit card,DSL,1,15.0,23.35,18,1
CUST_000730,25,22,30.39,697.34,Month-to-month,Electronic check,Fiber optic,1,6.1,69.1,14,1
CUST_000731,37,1,89.69,136.61,Month-to-month,Credit card,No,1,1.5,20.15,14,1
CUST_000732,23,16,45.61,790.78,Two year,Electronic check,DSL,0,2.3,5.1,15,0
CUST_000733,39,4,45.5,144.66,Month-to-month,Mailed check,Fiber optic,1,1.1,25.98,11,0
CUST_000734,18,4,89.8,388.99,One year,Electronic check,DSL,1,1.5,13.67,15,1
CUST_000735,47,10,17.93,155.95,Month-to-month,Credit card,DSL,7,16.7,6.55,17,1
CUST_000736,40,13,26.91,319.55,Month-to-month,Bank transfer,No,0,5.2,6.56,16,0
CUST_000737,38,23,64.55,1544.73,Two year,Mailed check,Fiber optic,2,0.9,17.99,14,0
CUST_000738,46,1,72.33,72.33,Two year,Bank transfer,DSL,4,2.4,37.59,14,1
CUST_000739,54,16,77.12,1247.8,One year,Electronic check,Fiber optic,2,23.9,35.56,20,0
CUST_000740,47,4,57.46,237.6,Month-to-month,Mailed check,Fiber optic,3,5.7,67.07,10,1
CUST_000741,18,20,128.26,2511.65,Month-to-month,Mailed check,No,0,5.8,9.42,13,0
CUST_000742,19,24,59.3,1471.57,Month-to-month,Electronic check,DSL,0,6.0,13.88,10,1
CUST_000743,27,19,59.23,1153.39,Month-to-month,Credit card,DSL,4,0.9,37.92,16,0
CUST_000744,35,32,45.08,1343.1,Month-to-month,Bank transfer,DSL,2,28.1,41.3,16,0
CUST_000745,41,9,68.1,626.75,One year,Electronic check,Fiber optic,2,0.7,11.93,17,0
CUST_000746,26,34,80.37,2694.07,Month-to-month,Electronic check,DSL,0,9.6,10.1,11,1
CUST_000747,37,13,95.09,1291.02,One year,Electronic check,DSL,2,0.5,32.17,9,0
CUST_000748,25,15,27.77,344.25,Month-to-month,Electronic check,No,4,4.7,48.39,11,0
CUST_000749,27,25,58.85,1453.43,Month-to-month,Bank transfer,No,1,18.4,15.84,14,0
CUST_000750,18,1,76.17,94.27,Month-to-month,Electronic check,Fiber optic,5,11.7,31.8,7,0
CUST_000751,23,25,79.68,1994.63,Two year,Bank transfer,No,3,3.3,20.14,16,0
CUST_000752,18,23,65.16,1536.91,One year,Mailed check,No,3,6.4,10.47,15,0
CUST_000753,23,8,78.56,552.56,Month-to-month,Electronic check,Fiber optic,1,1.4,41.9,8,0
CUST_000754,47,2,44.78,172.15,One year,Credit card,Fiber optic,4,25.0,16.0,10,1
CUST_000755,23,2,103.95,234.15,Two year,Electronic check,No,1,9.9,4.41,9,1
CUST_000756,66,61,89.82,5546.74,One year,Mailed check,Fiber optic,7,3.8,10.4,17,0
CUST_000757,40,28,31.38,922.26,One year,Mailed check,DSL,3,3.1,2.12,18,0
CUST_000758,37,3,38.12,113.79,Month-to-month,Electronic check,DSL,1,2.2,300.06,7,1
CUST_000759,24,10,38.83,324.06,One year,Electronic check,Fiber optic,1,12.4,73.64,13,0
CUST_000760,43,21,81.95,1692.76,One year,Electronic check,No,2,4.6,5.37,10,1
CUST_000761,28,43,32.88,1493.4,One year,Credit card,Fiber optic,0,3.2,11.14,12,0
CUST_000762,36,1,56.72,126.0,Two year,Credit card,No,1,18.8,25.15,15,0
CUST_000763,65,6,76.37,427.23,Month-to-month,Bank transfer,Fiber optic,1,1.3,99.44,19,0
CUST_000764,33,52,63.35,3153.07,Month-to-month,Mailed check,DSL,0,2.5,41.44,16,0
CUST_000765,48,1,71.47,71.47,Two year,Bank transfer,Fiber optic,2,3.4,25.05,20,0
CUST_000766,26,5,38.35,177.39,One year,Electronic check,DSL,1,2.4,11.15,10,0
CUST_000767,34,72,79.87,5738.25,Month-to-month,Electronic check,Fiber optic,2,7.0,32.4,21,0
CUST_000768,56,22,49.67,1119.16,Month-to-month,Electronic check,Fiber optic,1,7.4,31.12,19,1
CUST_000769,27,7,56.88,442.0,Two year,Mailed check,Fiber optic,1,0.5,20.79,15,0
CUST_000770,56,1,70.94,120.46,Month-to-month,Electronic check,Fiber optic,1,1.2,18.55,17,1
CUST_000771,43,1,67.58,89.86,Month-to-month,Electronic check,DSL,2,1.8,12.84,13,0
CUST_000772,28,6,65.6,303.56,Month-to-month,Electronic check,Fiber optic,2,0.6,72.74,14,1
CUST_000773,42,51,46.23,2340.89,Two year,Mailed check,DSL,0,1.1,3.7,14,0
CUST_000774,46,12,57.51,805.34,Two year,Mailed check,Fiber optic,1,2.2,27.34,10,0
CUST_000775,42,30,65.05,1970.35,One year,Electronic check,Fiber optic,1,3.4,20.43,19,0
CUST_000776,18,60,30.62,1855.76,One year,Electronic check,Fiber optic,2,12.5,2.81,13,0
CUST_000777,26,12,53.44,659.21,Month-to-month,Electronic check,DSL,0,2.0,13.76,16,1
CUST_000778,32,5,74.69,394.23,Month-to-month,Electronic check,DSL,2,8.9,7.25,10,1
CUST_000779,34,17,33.06,442.93,Two year,Electronic check,Fiber optic,2,0.5,7.15,13,0
CUST_000780,42,57,93.91,5341.15,Month-to-month,Electronic check,Fiber optic,5,8.6,9.18,20,1
CUST_000781,37,39,96.74,3770.98,Month-to-month,Bank transfer,Fiber optic,2,12.7,69.76,18,0
CUST_000782,18,1,33.87,97.95,One year,Mailed check,Fiber optic,2,7.4,18.93,22,1
CUST_000783,39,28,98.94,2772.72,Month-to-month,Electronic check,No,0,1.8,42.31,19,1
CUST_000784,42,20,61.41,1145.88,One year,Electronic check,No,0,3.2,6.04,13,1
CUST_000785,41,57,75.46,4322.89,One year,Electronic check,DSL,0,13.1,10.81,17,0
CUST_000786,47,3,52.58,117.56,One year,Electronic check,DSL,2,4.5,13.13,13,0
CUST_000787,45,18,88.08,1524.53,Month-to-month,Credit card,Fiber optic,1,2.4,23.57,14,0
CUST_000788,40,50,75.15,3715.91,Month-to-month,Credit card,DSL,2,21.6,34.18,15,0
CUST_000789,34,12,44.65,562.88,One year,Electronic check,DSL,1,8.1,26.34,11,0
CUST_000790,18,15,35.87,600.99,Two year,Bank transfer,DSL,4,13.1,8.96,15,0
CUST_000791,40,1,28.49,52.64,Month-to-month,Electronic check,DSL,2,0.2,42.11,20,1
CUST_000792,37,7,69.7,519.49,Two year,Electronic check,Fiber optic,0,3.3,10.92,15,0
CUST_000793,38,9,79.31,737.46,One year,Bank transfer,DSL,2,4.9,26.21,11,1
CUST_000794,19,69,81.27,5612.98,Two year,Electronic check,DSL,1,7.1,5.08,15,0
CUST_000795,22,7,62.05,469.2,Month-to-month,Mailed check,No,0,1.7,15.55,15,1
CUST_000796,47,14,36.08,384.11,Month-to-month,Bank transfer,No,5,5.5,33.7,7,1
CUST_000797,34,26,47.95,1252.21,Month-to-month,Bank transfer,No,5,9.3,22.26,16,0
CUST_000798,43,4,93.81,322.99,Month-to-month,Credit card,DSL,4,3.4,8.87,11,1
CUST_000799,35,15,52.88,851.41,Two year,Credit card,DSL,4,9.4,34.54,9,0
CUST_000800,35,32,68.59,2187.38,Month-to-month,Credit card,DSL,3,3.9,9.23,13,1
CUST_000801,46,48,38.11,1830.77,One year,Mailed check,DSL,2,5.1,3.5,17,0
CUST_000802,28,23,73.41,1613.28,Month-to-month,Electronic check,DSL,3,1.2,56.43,15,0
CUST_000803,36,26,53.56,1443.35,One year,Bank transfer,No,1,8.4,7.36,25,0
CUST_000804,29,3,91.17,304.87,Month-to-month,Credit card,No,2,2.0,44.22,22,1
CUST_000805,29,69,84.34,5847.23,Month-to-month,Mailed check,Fiber optic,3,14.1,15.85,9,1
CUST_000806,31,3,52.61,117.17,Month-to-month,Credit card,Fiber optic,1,6.4,38.3,21,1
CUST_000807,37,35,61.83,2125.49,One year,Electronic check,Fiber optic,1,6.6,9.16,19,0
CUST_000808,29,7,51.22,369.73,Month-to-month,Electronic check,Fiber optic,4,19.5,47.23,9,1
CUST_000809,50,65,29.51,1883.7,Month-to-month,Electronic check,No,1,1.5,11.64,14,1
CUST_000810,24,30,43.56,1328.66,Month-to-month,Mailed check,Fiber optic,1,6.0,15.27,17,0
CUST_000811,32,33,69.96,2200.48,Two year,Credit card,DSL,1,3.9,2.33,16,0
CUST_000812,29,5,73.13,341.28,One year,Electronic check,DSL,2,27.1,3.97,15,1
CUST_000813,52,14,68.71,1051.83,One year,Credit card,Fiber optic,2,12.6,42.87,12,0
CUST_000814,37,23,57.46,1343.48,One year,Bank transfer,DSL,2,11.3,10.31,15,0
CUST_000815,47,35,88.33,3099.77,Month-to-month,Mailed check,No,0,1.8,2.82,10,0
CUST_000816,18,2,66.59,232.44,One year,Credit card,Fiber optic,2,2.2,10.76,17,0
CUST_000817,38,72,82.58,5829.06,Month-to-month,Electronic check,Fiber optic,2,0.2,34.41,10,1
CUST_000818,45,53,20.66,1053.98,Month-to-month,Credit card,DSL,4,8.1,6.07,18,1
CUST_000819,35,7,15.0,84.94,One year,Electronic check,Fiber optic,0,3.7,56.61,16,0
CUST_000820,47,41,72.09,2998.8,One year,Electronic check,Fiber optic,2,3.0,11.58,17,0
CUST_000821,28,17,29.38,543.26,Month-to-month,Bank transfer,Fiber optic,0,8.1,13.67,20,0
CUST_000822,51,14,59.69,792.34,Month-to-month,Credit card,DSL,2,14.1,9.25,24,0
CUST_000823,62,9,57.45,566.93,One year,Bank transfer,No,2,1.1,3.07,9,0
CUST_000824,30,20,104.69,2073.53,One year,Bank transfer,Fiber optic,3,20.1,14.72,12,0
CUST_000825,29,31,75.0,2385.58,Month-to-month,Credit card,Fiber optic,2,0.3,18.22,17,0
CUST_000826,52,12,69.15,778.13,Month-to-month,Electronic check,No,3,0.8,28.74,19,0
CUST_000827,53,23,85.92,1970.1,Two year,Credit card,No,2,14.6,9.16,6,0
CUST_000828,28,28,74.21,2053.44,One year,Mailed check,DSL,2,5.4,3.84,9,0
CUST_000829,29,29,53.56,1605.99,Two year,Electronic check,Fiber optic,3,22.4,109.19,26,1
CUST_000830,31,1,91.79,91.79,Month-to-month,Mailed check,DSL,4,5.0,23.57,14,0
CUST_000831,18,47,37.26,1748.92,Month-to-month,Electronic check,Fiber optic,0,20.8,18.19,19,1
CUST_000832,23,14,73.08,1048.48,Month-to-month,Electronic check,DSL,5,2.2,56.17,12,1
CUST_000833,22,7,26.31,211.44,One year,Electronic check,Fiber optic,5,7.7,7.4,11,0
CUST_000834,25,6,70.1,464.94,Month-to-month,Electronic check,Fiber optic,2,41.6,6.28,22,0
CUST_000835,34,15,69.82,1057.93,Month-to-month,Bank transfer,Fiber optic,1,3.8,36.87,15,0
CUST_000836,37,52,106.91,5538.48,Month-to-month,Bank transfer,Fiber optic,0,0.0,118.0,14,0
CUST_000837,53,11,25.88,267.15,One year,Bank transfer,Fiber optic,1,0.5,4.76,21,0
CUST_000838,23,33,49.98,1650.55,Month-to-month,Electronic check,DSL,3,15.7,18.81,11,0
CUST_000839,46,2,85.57,183.61,One year,Credit card,Fiber optic,1,5.4,27.2,17,0
CUST_000840,32,15,73.38,1093.39,Two year,Electronic check,Fiber optic,2,6.2,30.12,18,0
CUST_000841,34,72,69.51,5005.51,One year,Bank transfer,Fiber optic,0,12.9,14.05,18,0
CUST_000842,43,35,41.1,1362.52,Month-to-month,Electronic check,No,1,13.4,7.63,20,1
CUST_000843,21,5,50.23,284.52,Two year,Bank transfer,DSL,6,5.2,2.4,21,0
CUST_000844,39,16,96.13,1547.07,Month-to-month,Electronic check,Fiber optic,2,15.6,142.39,14,0
CUST_000845,36,6,63.71,432.37,Month-to-month,Credit card,Fiber optic,4,5.1,94.23,12,1
CUST_000846,40,12,74.38,892.62,Two year,Credit card,DSL,2,9.0,9.76,16,0
CUST_000847,38,36,62.12,2149.41,Month-to-month,Bank transfer,DSL,0,0.3,19.24,15,1
CUST_000848,64,35,35.42,1221.88,One year,Electronic check,Fiber optic,1,1.2,10.26,19,0
CUST_000849,27,6,88.35,520.08,Month-to-month,Electronic check,DSL,1,15.3,13.98,14,1
CUST_000850,28,61,77.58,4769.57,One year,Credit card,Fiber optic,5,3.0,16.32,16,0
CUST_000851,27,21,122.64,2471.95,One year,Mailed check,Fiber optic,1,3.3,5.59,17,1
CUST_000852,28,11,39.61,437.77,Month-to-month,Credit card,Fiber optic,1,8.7,17.52,17,0
CUST_000853,27,16,85.56,1394.71,One year,Mailed check,Fiber optic,1,7.2,21.1,10,0
CUST_000854,49,22,32.21,675.58,One year,Credit card,No,2,0.7,3.66,14,0
CUST_000855,52,19,68.93,1313.47,Month-to-month,Credit card,DSL,1,11.6,9.17,14,0
CUST_000856,28,15,89.41,1309.84,Month-to-month,Bank transfer,Fiber optic,2,7.7,4.62,4,0
CUST_000857,25,16,15.0,203.52,Month-to-month,Electronic check,Fiber optic,1,15.5,6.61,17,1
CUST_000858,40,4,59.88,219.09,Two year,Mailed check,DSL,2,6.1,14.86,16,0
CUST_000859,28,40,50.92,2001.26,One year,Credit card,No,4,4.3,16.15,8,0
CUST_000860,42,18,47.45,888.3,Two year,Credit card,No,0,3.7,16.27,26,0
CUST_000861,37,3,74.63,187.14,Month-to-month,Electronic check,DSL,1,0.0,153.03,14,1
CUST_000862,18,34,93.02,3117.44,Month-to-month,Mailed check,Fiber optic,1,0.3,25.86,11,0
CUST_000863,53,64,61.67,4035.15,Month-to-month,Credit card,Fiber optic,3,1.1,27.87,11,1
CUST_000864,56,70,70.14,4957.64,Month-to-month,Bank transfer,Fiber optic,3,21.2,21.37,16,0
CUST_000865,27,11,67.86,653.36,One year,Credit card,No,4,17.0,4.5,12,1
CUST_000866,30,3,65.05,156.9,Two year,Credit card,Fiber optic,2,5.5,16.82,30,0
CUST_000867,38,17,37.77,654.15,Month-to-month,Credit card,Fiber optic,3,1.6,19.13,19,0
CUST_000868,39,2,92.71,201.61,Two year,Electronic check,DSL,3,1.3,39.85,12,0
CUST_000869,42,65,72.38,4630.17,Month-to-month,Electronic check,Fiber optic,0,2.4,6.29,12,0
CUST_000870,59,4,74.87,357.42,Two year,Electronic check,Fiber optic,2,19.2,10.81,14,0
CUST_000871,32,6,44.84,310.28,Month-to-month,Credit card,Fiber optic,1,5.9,6.43,15,0
CUST_000872,25,12,53.52,666.33,Two year,Mailed check,Fiber optic,2,13.0,9.78,18,0
CUST_000873,18,11,60.6,734.4,Month-to-month,Electronic check,DSL,1,5.7,14.19,23,0
CUST_000874,26,37,26.65,1008.55,Two year,Electronic check,DSL,2,7.5,5.77,18,0
CUST_000875,34,14,22.8,341.62,Month-to-month,Mailed check,Fiber optic,1,7.5,43.64,13,0
CUST_000876,56,4,49.98,277.81,Month-to-month,Credit card,Fiber optic,0,0.3,7.12,13,1
CUST_000877,28,7,78.06,601.5,Month-to-month,Bank transfer,Fiber optic,4,4.7,38.06,20,0
CUST_000878,37,17,48.67,785.34,Month-to-month,Bank transfer,Fiber optic,2,16.0,12.23,18,1
CUST_000879,34,3,39.53,150.25,One year,Electronic check,DSL,3,5.4,11.95,19,1
CUST_000880,49,22,44.63,948.71,Two year,Credit card,DSL,0,4.6,45.08,13,0
CUST_000881,65,20,53.62,1097.54,One year,Electronic check,DSL,3,6.0,36.31,15,0
CUST_000882,28,30,56.15,1708.44,One year,Bank transfer,Fiber optic,3,3.8,30.56,15,0
CUST_000883,29,66,119.14,7793.94,Month-to-month,Electronic check,DSL,1,5.8,3.44,6,1
CUST_000884,47,58,91.37,5293.11,One year,Electronic check,Fiber optic,1,1.2,66.0,16,0
CUST_000885,43,70,90.62,6356.62,Month-to-month,Electronic check,Fiber optic,2,27.5,84.38,11,1
CUST_000886,57,6,94.21,543.47,Two year,Bank transfer,No,3,0.3,14.94,13,0
CUST_000887,42,3,40.03,135.82,Month-to-month,Bank transfer,No,0,5.3,7.41,14,1
CUST_000888,30,8,34.44,315.82,One year,Electronic check,No,2,1.9,5.79,20,0
CUST_000889,42,54,37.33,2014.2,Month-to-month,Electronic check,Fiber optic,1,0.5,14.36,17,1
CUST_000890,48,72,98.36,7093.34,Month-to-month,Credit card,Fiber optic,1,8.4,6.51,18,0
CUST_000891,44,47,51.32,2481.22,Month-to-month,Electronic check,Fiber optic,0,33.7,15.54,14,0
CUST_000892,41,2,33.72,91.09,Month-to-month,Electronic check,No,2,11.1,11.11,9,1
CUST_000893,47,70,54.23,3805.8,Month-to-month,Mailed check,No,2,2.3,5.09,14,0
CUST_000894,49,13,59.03,719.55,Month-to-month,Credit card,Fiber optic,4,5.4,9.88,13,0
CUST_000895,51,1,71.71,105.26,Two year,Electronic check,Fiber optic,1,0.4,21.15,17,0
CUST_000896,42,14,71.27,1014.34,Month-to-month,Credit card,Fiber optic,2,6.1,7.79,18,0
CUST_000897,32,1,44.3,108.48,Two year,Mailed check,Fiber optic,1,0.8,13.64,13,0
CUST_000898,36,18,82.14,1480.89,Month-to-month,Mailed check,Fiber optic,1,12.7,47.45,20,0
CUST_000899,49,9,49.02,350.37,Month-to-month,Electronic check,No,1,0.5,9.15,14,0
CUST_000900,25,15,61.09,831.39,One year,Bank transfer,Fiber optic,0,0.1,7.67,15,0
CUST_000901,39,22,82.17,1844.51,One year,Electronic check,DSL,3,15.8,21.91,9,0
CUST_000902,30,48,48.95,2321.3,Month-to-month,Bank transfer,No,1,22.9,62.09,11,0
CUST_000903,35,26,50.77,1341.76,One year,Electronic check,DSL,2,0.7,29.94,17,0
CUST_000904,50,13,79.79,1043.0,Month-to-month,Mailed check,DSL,2,2.6,9.93,14,1
CUST_000905,37,41,43.56,1777.48,One year,Credit card,Fiber optic,1,10.8,9.89,17,0
CUST_000906,35,56,55.38,3096.47,One year,Bank transfer,DSL,2,6.2,11.93,22,0
CUST_000907,18,3,78.89,193.41,Month-to-month,Electronic check,DSL,4,23.8,13.98,27,1
CUST_000908,43,18,116.35,2093.55,Two year,Bank transfer,DSL,1,3.9,235.92,13,0
CUST_000909,42,8,80.14,611.86,One year,Bank transfer,DSL,0,0.0,22.03,17,0
CUST_000910,60,1,76.82,76.82,Month-to-month,Electronic check,Fiber optic,2,0.2,120.06,20,1
CUST_000911,31,26,78.27,2018.84,Two year,Mailed check,DSL,2,6.7,45.58,16,1
CUST_000912,37,47,38.17,1782.67,Two year,Electronic check,Fiber optic,2,11.2,1.6,16,0
CUST_000913,37,4,67.89,317.67,One year,Mailed check,DSL,1,12.5,12.02,13,0
CUST_000914,53,40,64.26,2563.74,Month-to-month,Credit card,Fiber optic,0,19.4,18.68,12,0
CUST_000915,33,46,73.04,3411.01,Two year,Electronic check,DSL,5,2.1,23.63,22,0
CUST_000916,38,58,67.91,4015.83,Month-to-month,Electronic check,DSL,0,10.7,21.4,14,0
CUST_000917,42,7,74.49,564.19,Month-to-month,Electronic check,DSL,2,14.0,3.58,17,1
CUST_000918,37,56,57.21,3230.67,Month-to-month,Credit card,Fiber optic,1,14.5,3.44,20,0
CUST_000919,29,9,66.47,614.53,One year,Bank transfer,Fiber optic,3,4.2,19.15,15,0
CUST_000920,37,19,34.3,695.05,Two year,Electronic check,Fiber optic,2,7.9,13.34,11,0
CUST_000921,47,1,57.0,61.47,One year,Mailed check,No,2,6.4,71.55,8,1
CUST_000922,22,1,99.77,149.0,Two year,Electronic check,No,3,7.3,20.13,16,0
CUST_000923,36,30,72.97,2219.81,Month-to-month,Bank transfer,Fiber optic,2,2.7,43.22,8,0
CUST_000924,26,14,64.48,884.69,Month-to-month,Mailed check,DSL,0,9.2,38.36,13,0
CUST_000925,49,7,112.4,831.61,One year,Credit card,Fiber optic,5,9.9,18.7,24,0
CUST_000926,18,5,30.98,159.47,Two year,Electronic check,DSL,6,1.7,60.44,16,1
CUST_000927,28,26,37.26,963.55,One year,Bank transfer,Fiber optic,2,4.7,12.59,13,0
CUST_000928,39,1,107.82,107.82,Month-to-month,Bank transfer,DSL,4,4.4,19.01,13,0
CUST_000929,53,39,66.15,2588.11,Month-to-month,Credit card,Fiber optic,7,11.1,21.47,12,0
CUST_000930,34,1,58.94,108.76,Month-to-month,Mailed check,No,0,8.8,8.61,17,1
CUST_000931,28,5,35.02,219.55,Month-to-month,Bank transfer,Fiber optic,3,5.2,6.28,11,0
CUST_000932,57,11,76.19,855.79,Month-to-month,Electronic check,Fiber optic,1,8.5,5.53,16,0
CUST_000933,18,15,78.61,1209.15,Two year,Mailed check,Fiber optic,1,2.4,7.04,13,0
CUST_000934,18,10,37.64,439.96,One year,Credit card,DSL,2,2.1,17.5,19,0
CUST_000935,40,9,61.49,545.94,One year,Credit card,No,3,2.2,27.26,17,0
CUST_000936,28,72,56.61,4020.3,Month-to-month,Bank transfer,Fiber optic,1,0.2,5.7,13,1
CUST_000937,22,24,71.4,1778.64,Month-to-month,Mailed check,DSL,2,9.4,21.18,14,0
CUST_000938,43,1,37.02,37.02,One year,Credit card,Fiber optic,1,34.1,15.54,9,1
CUST_000939,37,13,96.3,1217.37,Two year,Electronic check,DSL,2,3.0,50.76,19,0
CUST_000940,28,49,87.9,4217.07,One year,Electronic check,DSL,0,21.3,12.12,14,1
CUST_000941,19,8,55.92,475.93,Two year,Bank transfer,Fiber optic,2,7.5,97.96,16,0
CUST_000942,45,2,59.59,59.59,Two year,Electronic check,Fiber optic,0,2.0,43.01,13,0
CUST_000943,42,34,61.59,2056.53,Month-to-month,Credit card,Fiber optic,5,0.1,14.4,16,0
CUST_000944,33,22,45.54,1031.34,Month-to-month,Mailed check,Fiber optic,3,10.3,11.61,13,0
CUST_000945,57,20,53.91,1114.38,One year,Mailed check,DSL,3,9.5,48.71,14,0
CUST_000946,22,1,58.24,58.24,Month-to-month,Bank transfer,Fiber optic,1,2.1,14.38,19,0
CUST_000947,18,3,105.32,309.26,Month-to-month,Credit card,DSL,2,3.2,20.86,14,1
CUST_000948,26,23,88.67,1995.68,Month-to-month,Mailed check,No,3,18.3,12.05,15,1
CUST_000949,34,5,88.37,414.41,Month-to-month,Electronic check,DSL,1,1.4,11.51,16,1
CUST_000950,37,16,74.25,1201.28,Two year,Credit card,DSL,1,14.4,5.91,18,0
CUST_000951,32,18,37.07,642.12,Month-to-month,Electronic check,No,1,1.5,78.95,11,0
CUST_000952,39,8,63.96,499.49,Month-to-month,Electronic check,No,0,5.3,13.53,14,1
CUST_000953,19,71,89.26,6264.38,One year,Bank transfer,Fiber optic,3,5.5,22.98,23,0
CUST_000954,52,44,33.54,1532.56,One year,Electronic check,DSL,1,5.1,32.82,10,0
CUST_000955,34,30,80.91,2452.92,One year,Credit card,Fiber optic,1,2.7,78.01,15,0
CUST_000956,48,1,123.07,162.71,Two year,Bank transfer,Fiber optic,3,2.3,11.49,11,0
CUST_000957,39,2,91.55,247.61,One year,Credit card,Fiber optic,1,10.6,2.01,18,0
CUST_000958,40,16,100.35,1564.35,One year,Electronic check,DSL,1,2.6,22.0,15,1
CUST_000959,41,4,70.46,263.91,Month-to-month,Credit card,DSL,0,7.5,33.09,12,0
CUST_000960,40,72,89.2,6327.54,Month-to-month,Electronic check,Fiber optic,3,15.0,11.69,25,0
CUST_000961,42,4,47.05,345.24,One year,Electronic check,DSL,0,14.5,34.75,8,0
CUST_000962,50,16,84.9,1350.87,Two year,Electronic check,Fiber optic,2,1.5,20.1,15,0
CUST_000963,37,10,81.36,865.53,Two year,Mailed check,Fiber optic,2,8.5,14.13,17,0
CUST_000964,43,24,72.25,1672.04,One year,Electronic check,Fiber optic,4,7.4,75.66,20,1
CUST_000965,33,3,97.9,343.52,One year,Bank transfer,Fiber optic,3,2.7,14.58,17,0
CUST_000966,52,13,51.53,762.77,Month-to-month,Electronic check,No,2,4.0,105.31,7,1
CUST_000967,26,7,60.32,419.25,Month-to-month,Electronic check,DSL,5,2.7,20.76,15,1
CUST_000968,56,52,67.39,3453.56,Month-to-month,Bank transfer,DSL,1,6.2,8.74,10,0
CUST_000969,34,1,39.26,39.26,Month-to-month,Electronic check,Fiber optic,4,13.0,2.99,19,0
